,Basis_Action_1,Basis_Action_2,Basis_Action_3,Basis_Action_4,Basis_Action_5,Basis_Action_6,Basis_Action_7,Basis_Action_8
48,9.735657760735368,25.24680765471876,25.24680786123544,1.8824976291145639e-07,9.735650682669569,9.735654942730806,9.735657630312307,25.246807525656845
49,24.842542628966747,69.62090637590966,261.2366679138751,5.8927342925083465e-08,24.84254248710526,24.842541849942513,24.84254141222013,2.922594728942673e-07
50,17.093014044691945,17.093014104343816,17.093014620935836,17.093013796429524,1.4139916748858057e-06,1.4964400811374227e-07,4.31439706743837e-06,2.1782587338604906e-08
51,43.34631743595033,55.9336759799851,43.34632507674174,3.153040494913614e-08,15.217034131683759,12.353493598520775,68.50179292321411,43.34631633514913
52,17.143020841862256,49.74717896002521,17.143021181134312,3.699508972962153e-08,17.14302047867306,1.0064986186462923,17.143014198732782,4.857214204698571e-07
53,41.15361523809791,41.153615389184345,81.35486227542376,1.1468425557607597e-07,41.15361336040834,2.617834743747904,41.15361399801488,81.35486216765698
54,73.89658360334353,73.89658385674522,262.8945231954241,3.8974447040744133e-08,22.22471022371426,22.224710808869155,22.224711093762526,22.224711032167615
55,331.43011710225795,331.43011760120135,331.4301178208869,320.15511685181525,2.61783203965796,4.5316416119682745e-08,227.45573133306561,331.4301175374551
56,5.492243689730822e-06,28.129271455435713,28.12927121100701,8.596538384564198e-08,1.1955066920996898e-06,5.373028994626521e-06,28.129270958325954,1.585572028591336e-06
57,50.75368062801363,22.624405364259054,22.624405594628225,6.823432248917545e-08,22.624405291500068,1.0064939656339342,1.0064966228823327,1.0064954276431666
58,8.870504241554032,8.870503187599374,8.87050438666473,3.428907685438236e-08,4.3956105246716595,4.395610785829058,8.870497415428755,8.870503060797153
59,320.155116990465,335.7057953171726,335.70579547178994,320.1551169117356,3.2648648850424894e-08,2.9973426317202006e-06,207.00512307681214,333.527034268764
60,26.013527639813773,9.876996396371268,26.013517985387132,1.239806479374042e-07,9.876996218736029,4.3956092084043705,4.395609431089378,9.876995031881666
61,5.864090347987159e-07,75.89868193309441,5.524947127883385,2.2388260008367735e-07,2.8977493899910988e-08,4.297154161701093e-07,4.74623904722969e-07,48.765727219079174
62,66.13604936282898,2.8673632767761164e-07,43.402119871351516,43.40211976236128,15.613068295797952,8.821380696952448e-08,43.40211999758167,2.1272623251386044e-07
63,51.869133761596984,62.70423332835377,51.869135734503686,43.40212011643656,3.741368459853131e-08,1.8060889248951533e-06,1.7442435059635168e-06,51.86913568721559
64,7.000959227914159,78.4486395738208,7.000959304995251,4.358330131657162e-08,7.000954620535917,7.000952626777345,7.000956115759682,7.000959176642396
65,19.769161265743424,13.385062755216476,46.682813373583755,2.0311237673731024e-07,3.350343324670679e-08,5.89837199613038e-07,13.385062595285277,46.682809636229784
66,51.96239571649614,143.98769451701392,14.403993431135499,9.844332191350035e-08,3.4329818128622914e-07,14.403992608283048,14.403992464949058,14.403992879237908
67,20.134939474107778,18.47661981622011,18.47662251435669,1.941921965114287e-08,18.476621974416815,8.64418260036934e-08,18.476622487369184,4.4698326762484063e-07
68,65.25419628370506,65.25419653739687,43.40212159927298,43.40212004027018,3.727068504549869e-08,2.266190268978088e-07,13.385065108150988,43.402120171350916
69,8.287734271598037,4.137403016644611,58.71510641704553,7.165822979787125e-08,4.1374021641119,4.137402373791345,4.137402696363733,33.78961059617706
70,15.486851794802861,12.464658186402138,12.464663733656424,3.5642777269913384e-08,1.352143395583813e-07,3.5205406816627365,12.464657983511435,12.464658074466954
71,72.50224907780908,11.54044068680382,57.48632411431699,3.967209142625431e-07,2.4095788365798555e-08,11.5404405315099,4.518559984929315e-06,57.48632406404197
72,27.83411534495352,34.218213008456985,65.90722384571924,1.980586121821355e-08,12.464660406629262,15.32821773135251,1.3388271678297863e-07,2.578985279764777e-07
73,2.231615962987387,2.2316154154411376,0.9204021315749271,5.884727066113472e-08,2.844899866273227e-07,0.920401865360999,0.9204020891537651,0.920401639210728
74,13.385057385140472,13.385057186899784,56.62583968592633,9.897946286578129e-08,7.000954625204857,7.000954366369028,7.000954872513573,13.385057109657685
75,36.161370666558135,36.16137075909046,59.218567031079914,1.0016055353414935e-07,8.327258301115437,8.327258622385974,8.327258686174147,36.161370613663365
76,4.071271382616474,279.3546902256961,295.3893338610996,281.2978680236357,4.071271161200041,8.975418753967202e-08,3.718060972500868e-08,4.071268972681933
77,278.95139952536755,312.0038337684106,310.06065660363805,2.943355879264991e-08,7.364403228804977e-07,277.00821905183557,310.06065650182774,272.9369493604616
78,6.014451847195031,281.2978677581286,281.29786840784016,281.297867720949,2.591441608912678e-06,1.602191104621658e-07,5.573199511662989e-07,2.7115292063309243e-07
79,43.58643311039035,43.58643615477392,59.621079308258345,3.298240026469052e-07,4.0712692964674675,43.58643302994276,43.58643266597867,43.5864328647931
80,277.00821906078903,310.0606562359781,324.15212205689755,3.3212027546003246e-07,4.071269306198756,277.0082189813706,310.06065598168834,277.00821806199065
81,43.96960276889602,3.8863333221948912,122.22284110847868,2.7942849588454513e-08,3.886329253540647,3.245792644854698e-07,3.8863332882665382,43.96960271871042
82,274.0504265289952,310.2473568427483,310.24735698665273,3.3885609572826374e-08,20.985330158928818,274.05042239339053,274.05042648408175,20.985330635443685
83,24.65244285506989,20.76610657705418,118.94032547721415,1.7626247275992848e-07,7.957596607084662,20.766106400274715,24.652442904142074,68.80695145683093
84,3.8863651240820514,8.552259253654361,237.8987352506723,8.933158263508103e-08,3.8863649546561305,4.131407302613935e-07,8.552284730165606,3.8863630080240275
85,48.82042999783239,4.07124103579524,53.8109671968377,3.502117011056524e-08,5.688742466959289e-07,7.792025380158975e-07,4.071240984897445,1.0488784281944876e-06
86,16.694837052061093,12.80847484432333,266.74185272660577,2.129739267371433e-07,3.760223314242546e-08,12.808474731154677,16.694836964372037,12.028914718149384
87,20.70061818381967,1.5989413712333393e-05,3.776415050798881e-05,1.4115832733300777e-07,1.4598277748221247e-05,1.572870644291667e-05,1.4972183179723053e-05,1.5333080843327394e-05
88,9.021181198985461e-07,8.552260518439823,8.552260673472116,2.864509274800519e-08,8.552260399997401,5.243901104656115e-07,149.99998688305226,1.7096709249781324e-07
89,45.52961357496891,45.52961368720635,45.52961385499892,2.713727539467927e-08,7.267090357576207e-07,43.58643310040768,43.586433186118015,39.51516416326409
90,28.84318091402711,8.14258092800373,28.843181162281244,2.4376922250465325e-08,2.0323254863104048e-07,8.142580887284767,8.142567347231099,8.14256716423619
91,4.0712838942968155,4.071284853247038,4.071285117545041,4.071283767754374,4.071282994618505,4.071256269320496,4.071283530471285,4.180957797699688e-07
92,8.40581277697873,14.339788552154248,45.989237171563055,4.664836366135458e-08,5.306854394214261e-07,1.9828013023236396e-06,3.3183749194322367e-06,2.7568555837454823e-06
93,155.8145692203139,164.22037950429268,164.22037967237816,5.219946560077516e-08,164.22037811227142,1.3274107110706047e-05,164.22037822038826,1.4012307331016876e-05
94,14.157027089082812,14.157027324269487,18.822963062416356,4.071283348286242,2.981487371137214e-08,12.21382149836374,12.213836425658554,4.071283547722115
95,1.5952715201821566e-05,1.6063317575003982e-05,45.98925037600014,4.328720327763715e-08,1.3985287279859905e-05,2.794429313859464e-06,1.5541126255231814e-05,1.587421007367027e-05
96,33.31966646356041,33.31966651523443,3.369486000861149e-06,3.158223470354411e-08,75.75289393688935,2.2177931995461093e-07,4.7180434384322194e-07,10.680398435611309
97,2.7396700178753454e-05,2.7489441329504816e-05,2.7729427461361824e-05,4.6650436014593307e-07,7.055565826700431e-08,2.604619843554957e-05,2.7194015597679016e-05,2.7094238956061266e-05
98,4.6659100998897305,4.665911170518773,8.552234751274863,2.690688420806014e-07,4.665909877988703,4.665909683825737,149.9999867422108,4.9937103862300315e-08
99,8.142592474442473,14.751721800056812,14.751721305509458,5.000046772165916e-08,8.14259191317006,8.142592161658367,8.14259238699769,14.751721203209295
100,33.31966748123917,35.26279882864856,1.662038221030249e-06,2.5223620191478626e-08,79.63924587671063,7.661001993172933e-07,1.6183405172204718e-06,9.70657892711767e-07
101,12.808502689892851,12.808504765549895,14.751693675864429,2.8406560291546533e-07,8.14259333098264,12.808501865414874,8.142593392692387,4.071323617225891
102,3.7102898882848216e-06,2.869574716210676e-06,3.880387381668142e-06,2.6503005981741876e-07,6.355178423536259e-08,2.0769608325292016e-06,6.457486727184857e-07,2.4508198366602824e-06
103,10.064111046099265,169.12185343066776,129.1218533925334,3.75206428048628e-08,10.06410869294289,10.064110469600994,10.064110665636052,129.12185333791578
104,28.823748188403563,36.859135900914175,36.85913500016847,28.82374817074607,19.539011289664312,19.53901142444986,36.85913512893007,28.823748070745705
105,1.2435778261984934e-05,2.6358192070552902e-06,40.58365758017451,4.7247158940950516e-07,2.3219969837703944e-06,2.0883800696013216e-06,2.3489477892280476e-06,1.9537798307937271e-07
106,16.694798156027222,16.694798699985558,21.68533408963969,5.969844934712213e-08,7.9576328394721605,7.957632536884043,16.694798366566552,16.69479807687357
107,20.581165107721716,12.028905380717603,20.581165937269652,4.8484332797522574e-08,1.27899162746898e-06,12.028905283273902,8.142551882024582,1.1293946840404762e-06
108,36.196938596640145,6.763818865431327e-06,36.19693874838012,9.376557046512127e-07,1.2820434257060844e-06,3.81409403497319e-07,1.365446510463491e-06,4.199620446718876e-08
109,4.0712835514979,4.0712847720349155,4.071284942299844,4.071282997072325,3.251599836685587e-08,0.7795658109985741,4.071284620650682,4.071283494768429
110,291.42440597824276,291.4244060554566,327.6213380711767,1.8825270334035284e-07,20.98533137514324,253.28431624723015,253.28431634806688,0.2192505988522112
111,20.76611091154518,20.766110630015667,20.766111184042288,8.247380662067699e-07,5.1745283161480146e-08,20.766101133058356,20.76611058632472,20.76607912739787
112,4.1075270577219265e-06,3.0391250804039896e-06,2.6822379713798995e-06,1.52061575513448e-06,4.391460464219473e-08,388.50300915488873,2.588782839198086e-06,1.1109174820583291e-06
113,1.9431558716796806,1.9431561180301802,1.9431562024241165,1.5620652100811655e-06,2.9830881797641e-08,388.50300376037734,1.673646176422578e-06,1.5972767475880776e-07
114,7.339116561561123e-06,6.9209547362003695e-06,7.575043506461246e-06,1.1759530608579349e-07,2.5360688369188243e-06,5.425493337615704e-06,6.841293814874575e-06,6.525003492985967e-06
115,7.957640792219516,7.957641081171319,7.957641456321932,4.071282918121516,7.957634748851896,2.3344198182280816e-08,4.07128401771749,1.1593675593793054e-07
116,1.5735428469142305,1.5735430067074616,1.5735433919809332,3.5715428733704224e-08,9.840738378892437e-07,1.5735426571254296,1.5735398405586536,1.5735396271784499
117,2.4977450084444643,2.6461394876310442,5.51994308369748,1.5401223653987514e-07,4.970672218837054e-08,2.4977449497113953,2.6461393308475265,2.497744804474467
118,12.971807055966659,168.5745190979874,118.70961262396258,5.6710208909942326e-08,2.1064682099880474,10.843685003048513,3.00020778608772e-07,152.81511103309
119,9.328632597153081e-06,9.182361456533002e-06,2.8738129362529343,5.240862678101774e-08,4.923074705806921e-07,9.016370696128493e-06,8.407690054836312e-06,9.069492010657526e-07
120,178.76116420404517,178.76116361827002,202.00364083609304,178.76116357037736,7.957642642824911,5.607559254530315e-08,188.27793645290944,56.51348008230993
121,3.336367285330568,2.1208728041137865,2.1208726485267086,5.018714698424543e-07,5.2084259703794314e-08,2.120871734454112,2.120872543174458,2.1208724034884936
122,26.857047756340584,14.31394218680472,9.427124157740289e-07,2.5256835112479334e-08,63.539032584073155,1.4699064563948235e-07,3.9676085594567977e-07,5.736217949644559e-07
123,28.823737278126046,28.823736873902178,72.82374912386472,72.82374907994533,4.6895345643020355e-08,63.539036760654604,72.82374900506828,1.2138150577448283e-08
124,17.143035379162736,18.099562976898863,18.09956304221964,3.8809249844006065e-08,1.0749827093422893e-06,9.743419870364786e-07,8.035444344305292,53.201840239451464
125,2.6305596157629166e-06,19.621968804474253,19.621975205788697,4.52240355353922e-08,2.1886100177933047e-06,1.0002907077175577e-06,6.447036160387717e-06,19.621981209764872
126,1.1474102391360477e-06,18.09953942126997,53.201814181993015,1.947047904670448e-08,2.865529640406132e-07,1.1172940857885871e-07,18.099539376500818,53.20181452680448
127,2.1242300793379758e-05,2.165529829126626e-05,2.1568211436511194e-05,5.032131666931498e-07,1.8982581040614178e-07,7.311174093304062e-07,1.0139100175984628e-05,2.1157076061857134e-05
128,34.14077851016943,10.024755972965808,50.60841282658902,4.314323216692699e-08,10.024750159886388,10.02475358481051,4.707696833345093e-07,10.02475575068832
129,164.22036604457745,178.56015199312935,164.22036646794106,5.556062486412961e-08,164.22036465766953,1.2462479099012621e-05,164.22036599763692,8.949528410334889e-07
130,2.6216784444920338e-05,2.5796426221497015e-05,29.686104016778103,4.877185774137721e-08,2.4344515452028353e-05,6.805122322326461e-07,2.7731124733644802e-05,2.571291556205108e-05
131,6.9404765579273615,5.282181419991152,5.282181481731933,3.8156749350010026e-08,1.940009624074084e-06,1.40778649307184e-06,1.7806797432553477e-06,19.62197938320061
132,178.76116494987417,178.76116508911645,190.34201310992995,178.7611635658422,1.4306998026561506e-07,1.3269126468320747,178.7611648147768,3.4631777857956457e-08
133,16.997753084939465,10.024751436816004,45.127027954399324,5.454603953645108e-08,10.02474723928547,10.02475136493527,10.064103293117597,10.024750999739409
134,66.16860406260172,9.655111156074401,66.16859220049808,5.0563662325613216e-08,9.107774995307803,8.328197311519032,9.107776798888606,66.16859194062215
135,15.346296968415716,1.0900779815703225e-05,15.34629708828423,4.506572956085127e-08,1.0641313208697705e-05,2.7638000553767117e-07,1.084201697371114e-05,1.0768996809222303e-05
136,49.02557938320075,9.655108090771025,49.02557960214527,5.7431325142982835e-08,1.1501295749519551,9.655107682400274,9.655107983103916,9.655107141995076
137,65.28506187926718,8.445049983822271e-07,70.37373545734118,2.734188343688038e-08,65.28506179906199,7.811773107865314e-07,5.849836119288778e-07,1.669525413709906e-07
138,7.779918254150726,76.13545424291516,7.779918555210998,2.8446002717943637e-08,7.000348682693911,7.000348317598862,7.779918105181434,76.13545420658187
139,8.327258955365574,13.194447818397714,13.415923303310931,4.0656713516095444e-08,8.32725690979977,8.327258227514593,8.327258418384883,7.275508072768867e-07
140,63.34190550072042,1.1614240732337165e-06,65.28505647662328,9.720557533796076e-08,65.28505623379145,9.126819420797543e-07,1.0698360480293681e-06,4.2405649136828227e-08
141,53.511190691649674,8.327260631464174,8.327270791421153,3.6879399624142335e-08,8.32726056202509,3.7752908816173596e-07,2.3169495935389196e-06,8.327259720854022
142,4.670529031087314,3.1762410009552984e-06,4.6705291503909905,5.422893848337705e-07,1.5771179825835097e-06,3.639041711768788e-08,2.382823182359116e-06,80.75407142611161
143,56.00051690913973,57.658833684507734,57.658833717440736,2.8907812921006147e-08,56.00051685290387,1.1073633636236422e-07,5.173327010085761e-07,2.3315271565187266e-07
144,3.0007095506322445e-06,13.194448686072064,3.5530406023159838e-06,8.629370358318827e-08,4.5471066527094557e-07,1.250423525356492e-06,6.361394274774408e-07,1.6088856925162623e-06
145,16.284889156128358,9.900789955715952,16.284889309946454,2.8978960534692974e-08,16.284889085150905,9.121220094002524,9.900788979555156,3.046178434671882e-07
146,7.957635767447714,8.10602962111345,8.106030053447567,5.836822941320417e-08,7.957635257808988,3.291712802811753,4.219670160782932,1.4587204377972654e-07
147,2.4977470568632323,2.4977472940837204,3.428408050457793,5.894681282233521e-08,3.0013137991052084e-06,5.268178896973534e-07,7.976585277426622e-07,2.497746920291849
148,8.327253523445204,41.9594057571318,10.27039659500435,8.519035829246289e-08,8.327252464831114,8.327252910131246,76.1776234086506,1.6553789212767342e-07
149,1.9431591032691837,1.9431599998598355,1.9431610952296536,1.5904476132760583e-07,2.5219851141834544e-06,3.098191930813833e-08,5.926157152057207e-06,5.573813686219794e-06
150,59.895290267758924,8.327260080708896,16.65451156097358,6.110610071990882e-08,16.654511451843653,8.327257486124784,8.327260584047485,8.327258714972245
151,2.1831833252466696e-06,40.016253228981974,2.3052657761089044e-06,1.9514202552888372e-08,1.5890962733049804e-06,1.1960469666692765e-06,67.85036605668937,2.122609475357775e-06
152,2.6178224625906177,95.05682619000613,2.6178226094606973,2.6178223228851056,6.685966969818665e-08,2.6177936752779796,2.6178202755785116,2.6178201931185807
153,2.617819547940505,2.6178197168485107,2.6178293720566987,1.5323340805427084e-05,2.6178157137897444,1.9763613250951817e-05,2.6178158028740444,1.1709607690839927e-07
154,2.6178191509552375,95.0568227239,2.6178193589475756,2.617819030188064,2.617815621747398,2.6178133957954457,2.617813278421319,3.066810903233188e-08
155,2.61782334581345,2.6178239074217036,2.6178242768428586,3.3396084076637573e-06,5.3176473695254134e-08,2.617800176456375,2.6178230511092786,2.617821630741663
156,2.617822859575887,2.617823182954634,2.617832622569824,1.8616037848248284e-05,1.5890201475519022e-07,4.309578489459063e-08,2.61782280003124,2.6178202795465486
157,1.0094089814676584e-05,1.0660742143689223e-05,97.67418428436109,3.448129322186732e-08,9.444859650702322e-06,9.629173346809712e-06,4.1293865640544284e-07,1.0610356441914521e-05
158,3.76101023950176,3.761009003430201,3.761010462812442,3.005324230214675e-08,3.7610066778237643,3.761008403018789,3.7610088698685407,1.14318321604313
159,4.808672471276378e-05,4.249334727698489e-05,96.3630037481872,7.882145444592275e-08,2.5467715912917072e-05,2.5248751734485048e-05,4.124148242763327e-05,3.985325902745872e-05
160,252.66486290652605,2.617841982588024,2.617842242019036,3.780327247251918e-08,3.7337197782704047e-07,2.6178409407918783,2.6178417810986705,2.617841503571221
161,8.213772678611038e-06,1.2998126611562497e-05,11.303275133928615,3.726656045317446e-08,8.077050339956193e-06,7.360318646362255e-06,3.9072565787920434e-07,1.293745585653826e-05
162,250.04706937463024,2.6956930251395314e-05,5.261273661765328e-05,6.541399853112117e-08,2.330205813073991e-05,2.6036185374904056e-05,2.6801137347494292e-05,2.4160458830640233e-05
163,47.99455808849751,68.69514704866802,2.6178164519358385,5.1022501310527774e-08,2.6178159926151023,2.6178154092711576,2.617816339589715,2.6178156664099523
164,141.44772605958062,141.4477290224002,141.4477299932821,141.44772596872275,3.023735090899866e-08,1.362897672941695e-07,3.865645927015439e-06,3.7638328440734136e-06
165,2.6178200341780715,2.6178204413155757,2.6178210263297395,4.691136674291915e-08,2.6178156080642005,2.6178198969738418,2.6178160539520885,1.4682911914906255e-06
166,45.37673636462897,66.07733493127031,2.4546816871938593e-06,3.5279173929054635e-08,4.4124253758987993e-07,5.901469962700095e-07,2.3414417850300133e-06,1.936624971677727e-06
167,45.125275960609194,45.125265637566805,45.12527613021219,42.50744691004727,5.6466688038084645e-08,45.12524504207994,45.12526541716005,45.125263573557625
168,11.722004151929404,45.98927846192808,11.72200497544773,2.2316225968764838e-08,11.721986704890782,11.722003394272473,11.722003990499791,11.722003792407545
169,93.75487217655085,108.09467806918944,108.09467821738806,5.760592550021042e-07,1.1605825890967708e-06,93.75486645456722,108.09467760353726,93.75487200388233
170,42.50745092510528,42.50745005406297,42.50745888244492,42.5074436016069,5.998184867714682e-08,42.50744994347325,42.50744442185493,39.88962968132217
171,7.837795709462572e-06,42.897053663538955,14.339814172584864,5.696374568625014e-07,8.365629496708816e-07,1.4648453520242297e-06,14.339814093224385,14.339813357130293
172,2.617847105600964,2.617847428948333,2.6178470112090544,1.6881261052747937e-06,1.2833663938742089e-07,2.6178223912023375,2.6178456189549926,2.6178222999464147
173,11.722008950558768,24.742949098005557,11.722008984592907,1.1152554564967197e-06,11.721987172281768,11.722000844802928,11.722008759348885,2.304670677747904e-06
174,141.44775425155333,141.44772611414012,141.44775436125386,141.4477260120768,2.617838510296067,5.0807425590558577e-08,2.8838325371413537e-06,1.5050543413822362e-07
175,3.367249229546576e-05,3.374530397237687e-05,2.5241205597560455e-05,2.494830295826979e-08,7.660261690119839e-07,2.5221700994216875e-05,2.3586441082221102e-05,1.16602659211582e-07
176,161.81871287065937,161.81874391539677,161.81871292862957,159.2009158218554,3.4153607950995634e-08,161.81871267482182,2.6178230703758776,161.81871204615987
177,159.20092762952345,159.20092732349235,159.2009155265978,159.20091420203164,2.6178391519018525,159.20091541983814,5.60485801568069e-08,159.20088624948872
