,Action_1,Action_2,Action_3,Action_4,Action_5,Action_6,Action_7,Action_8,Action_9,Action_10
Link_48,7.186373826845655,14.564753149972859,7.186373826496268,6.221072924460173,7.505266196220585,0.4902783845831081,7.772655061711457,6.221073017160458,0.4902783806794979,7.186373841779099
Link_49,4.563674216587693,13.074775226746864,4.113050531340425,1.421425014850608e-07,7.8448652362263145,4.113050527665045,15.68973018866059,4.113050534085599,4.113050528986303,9.342960522637878
Link_50,37.337854856098595,11.883544908480625,7.81800979684463,6.3245610746493654e-09,8.840945259914765,7.824083230727107e-09,59.03969012830136,7.818009801471088,7.818009792083394,29.51984507413513
Link_51,9.750622161785238,9.750622156389625,9.75062207451674,2.260356113517805,9.750622109729848,7.490265993029045,14.980532077939909,7.490265994981221,9.750622107278016,14.980532032038914
Link_52,7.936158906133709,15.68973018631128,8.810165994458371,4.686383165173844e-10,14.399405941536958,2.1336741480184026e-09,15.689730186956533,4.153488144981296,2.6149550990937653,6.7684430891322585
Link_53,9.549768843484149,12.164723870696715,9.549768835749028,9.230876525035907,9.549768848866782,4.609905449758517,14.471852492585118,9.54976883900182,8.866069138126527e-10,14.47185249201269
Link_54,68.77325792545545,38.469945256456114,7.271185089811607e-09,1.2942682271645745e-09,40.71263324602625,34.97327284693789,70.21041956937644,38.33800832051109,6.425119372376524e-09,70.21041956931924
Link_55,32.10794487877355,8.92586794621198,1.429993970614708,4.5972961627303574e-09,3.611035285629628,0.2863573046969024,59.039690129738275,1.4299939790750582,2.974697471174019e-09,30.48514595789741
Link_56,69.18748413961923,70.21041956897426,23.414522542316384,1.979667284864114e-08,65.65475335556525,15.500619948264296,70.21041956795105,69.18748412344186,57.49679686495108,69.18748413049845
Link_57,13.362049158553301,43.694259444656524,1.689478206672311,1.586212094861741e-10,5.664694002315301,1.6894783467392553,43.694259447538926,5.664694001758995,1.3705858448360408,22.7013960121995
Link_58,13.18765931497095,13.187659321226146,11.89733502392733,6.881327188310307,11.8973350285357,3.377215608662564,14.47185248751082,10.613141848349365,3.3772156086429366,11.897335027765545
Link_59,5.196782723492789,12.700694062924551,5.196782722456781,5.196782679533471,10.197394981151088,0.9653007869295056,15.007822688511029,7.535667256441744,1.6562651449850908e-09,9.842795919174854
Link_60,62.652349432154615,69.18748411806678,15.596512738539076,1.2137299155725704e-10,64.73420979563642,15.59651273256608,70.21041956976468,64.73420979435825,49.67878705468401,70.15278502319421
Link_61,8.723017259094068,13.723629509199913,4.747801469508662,5.244220970995844e-10,13.72362951174534,0.8352119208367564,15.007822688453235,11.416500873139682,4.747801453733433,6.251474116274035
Link_62,0.6307479729789081,15.179737019754116,4.769294554928907e-08,1.2181167968218444e-09,0.6647052135632073,1.1717087134110999e-08,7.623825786277549,0.6307479369731269,1.0429030156132895e-08,5.626177396510972
Link_63,12.81032848672713,15.227091578396571,12.179580571448646,5.1967826996056425,12.203257861540719,0.9653008066934889,15.22709157762548,5.196782709077392,6.982797872046953,12.20325785861084
Link_64,9.089675888703221,15.179737014744621,3.912589528428521,1.1669246328109292e-10,9.08967588809189,1.0557212895203682e-08,15.179737019750563,3.912589537827814,3.912589524108297,7.589868526873571
Link_65,2.1509500733339806,15.689730188198702,2.1509500275483866,2.150949995261444,8.001105679891175,2.8415370442000796e-08,8.133818958687813,7.712151818810283,2.5626334997417887e-10,5.683891425063041
Link_66,9.898188365685561,8.61222958602273,6.103225563942599e-08,1.6790897002365176e-09,6.137578336867976e-08,5.558769130310589e-08,14.656072688263155,5.700060915085325e-08,5.0425059020827216e-08,3.6014075082891703
Link_67,15.186919936134876,13.91520337069976,12.573375604888156,9.60912007736261,25.419968173419264,1.2332859385506696,28.797541694823074,10.950947759406281,3.4461581400440734e-10,17.292776891798596
Link_68,1.3425003991394555,15.227091578773962,3.398762390553655e-08,2.0227307603251173e-09,6.3839781576774834,0.9311047260623903,7.671180345908268,1.3425003958370456,1.777855560857987e-10,7.613545818043206
Link_69,8.843043476178671,15.689730181607548,3.9125895776782107,6.8195263477753155e-09,9.098040017804998,7.845742104589028e-08,15.689730188597803,8.843043475733037,3.91258956169498,9.098040021168636
Link_70,12.10990533535307,14.999999998948546,11.943641057383836,4.609905328628812,11.943641063606638,8.266991010180796,14.91926751196641,11.943641059628298,6.982797873315446,14.833735716467942
Link_71,14.03893133737543,7.387185928511531,6.78335599583582,3.399053641636059e-10,6.783356014291533,6.783355981541873,14.77437181427078,6.783356013724346,6.783355991106275,14.774371440667533
Link_72,7.824665360336355,11.62242647355946,7.448138615382032,1.7725339805439375,5.098246127230944,1.7725339812604313,14.919267510713505,4.132945223344336,2.360411242514542,14.999999991075327
Link_73,12.227667988321564,11.587193551797018,4.809347212667574,4.609905329760008,8.080000653816676,2.7701021017589174,15.235525307103126,8.08000064921028,0.1994418828540009,11.087857968805965
Link_74,7.102381430922103,15.273768451274222,4.809347224201411,4.80934722150973,7.102381442006607,3.8440462719234842,15.273768453489346,7.10238142729499,0.19944188266559235,10.129360322149672
Link_75,11.66502287856521,8.612229587604386,2.1509499916379586,2.1509499890195887,7.32803639799059,4.385769765088978e-09,14.656072691826182,2.150950000932555,2.665637808638012e-09,2.1509500425461856
Link_76,10.943474799232725,8.209620032432127,5.434072766210475,0.10940598457280713,4.612179246426624,1.286467091217573,15.23552530590338,3.6468783420322697,2.360411242927715,15.235525307354065
